Generation,Best_Fitness,Avg_Fitness,Elapsed_Time_s,Cache_Hit_Rate,Cache_Hits,Cache_Misses,Cache_Size,Cache_Utilization,Generation_Hits,Generation_Misses,Use_Caching,Computation_Complexity,Precision_Level,Use_Fast_Keys,Use_Conditional_Caching,Feature_Quantization,Feature_Size,Cache_Max_Size,Cache_Eviction_Percentage,Generation_Time_s,Timestamp
1,81.71440000000037,30.669540000000016,79.43398404121399,0,0,0,0,0.0,0,0,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:13:10
2,88.38860000000021,34.218818399999996,160.8255479335785,0.7704815509693559,1232,367,367,0.002446666666666667,1232,367,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:14:31
3,94.2242000000005,38.68574159999997,246.29808902740479,0.7884260209316643,3842,1031,1031,0.006873333333333334,2610,664,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:15:57
4,94.2242000000005,41.33469839999992,333.3374161720276,0.7848112778535699,8629,2366,2366,0.015773333333333334,4787,1335,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:17:24
5,94.2242000000005,44.60307959999995,423.3661060333252,0.795998933048813,14921,3824,3824,0.025493333333333333,6292,1458,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:18:54
6,94.2242000000005,44.470536399999915,513.2147691249847,0.802102863865299,21818,5383,5383,0.035886666666666664,6897,1559,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:20:24
7,94.2242000000005,44.10608559999989,602.473179101944,0.8088129496402877,26982,6378,6378,0.04252,5164,995,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:21:53
8,101.73520000000057,46.47406079999995,693.9594669342041,0.8144484758845416,35242,8029,8029,0.05352666666666667,8260,1651,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:23:24
9,105.90460000000066,45.70257479999992,784.5114789009094,0.8098537194942664,44069,10347,10347,0.06898,8827,2318,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:24:55
10,105.90460000000066,46.62601199999994,876.4044899940491,0.8063176722348206,50490,12128,12128,0.08085333333333333,6421,1781,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:26:27
11,111.91200000000052,45.0054071999999,966.9202411174774,0.7916022991385189,56879,14974,14974,0.09982666666666666,6389,2846,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:27:57
12,129.9776000000012,46.859811199999925,1059.4700951576233,0.7685067893415116,69161,20833,20833,0.13888666666666666,12282,5859,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:29:30
13,129.9776000000012,47.40904159999993,1153.0180242061615,0.7440819511845068,82951,28530,28530,0.1902,13790,7697,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:31:03
14,129.9776000000012,47.43251919999999,1246.1377289295197,0.7108338902502414,95728,38942,38942,0.2596133333333333,12777,10412,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:32:36
15,129.9776000000012,48.48853359999994,1340.2225739955902,0.6970497996855824,109961,47791,47791,0.31860666666666665,14233,8849,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:34:11
16,129.9776000000012,48.44933399999993,1434.205642938614,0.6803442504860995,125614,59019,59019,0.39346,15653,11228,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:35:45
17,129.9776000000012,50.90821799999991,1530.4764490127563,0.671326509417101,138976,68041,68041,0.45360666666666666,13362,9022,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:37:21
18,131.9042000000012,50.69454959999997,1627.0778930187225,0.6681424666189847,152269,75630,75630,0.5042,13293,7589,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:38:57
19,131.9042000000012,50.24689439999994,1723.7796831130981,0.660016562223797,165779,85395,85395,0.5693,13510,9765,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:40:34
20,144.06140000000073,52.83955439999998,1824.2769849300385,0.6472300313032874,182570,99509,99509,0.6633933333333333,16791,14114,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:42:15
21,144.06140000000073,52.79744319999986,1925.0491108894348,0.639636684978181,210633,118668,118668,0.79112,28063,19159,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:43:55
22,144.06140000000073,52.08911799999999,2025.568115234375,0.6423335794463527,240112,133700,133700,0.8913333333333333,29479,15032,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:45:36
23,155.08200000000195,52.553640399999956,2124.927443265915,0.6471969391579856,274539,149658,149658,0.99772,34427,15958,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:47:15
24,155.08200000000195,52.997371199999954,2226.769952058792,0.6567952562704471,327641,171207,171207,1.14138,53102,21549,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:48:57
25,161.4928000000021,56.89824359999995,2332.9260590076447,0.6657456618612998,387687,194648,173441,1.1562733333333333,60046,23441,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:50:43
26,161.4928000000021,59.74205839999995,2442.882255077362,0.6749040108130601,463873,223444,178796,1.1919733333333333,76186,28796,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:52:33
27,161.4928000000021,58.31192959999997,2549.8879420757294,0.6817693860071252,534107,249306,175862,1.1724133333333333,70234,25862,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:54:20
28,161.4928000000021,58.45641719999991,2657.671965122223,0.689500944543497,610631,274982,175676,1.1711733333333334,76524,25676,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:56:08
29,161.4928000000021,59.82168519999996,2766.9680511951447,0.6958283392052173,689680,301484,176502,1.17668,79049,26502,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:57:57
30,161.4928000000021,57.457030400000015,2873.6298010349274,0.6962448047010534,754501,329171,177687,1.18458,64821,27687,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-22 23:59:44
31,161.4928000000021,59.72779080000001,2981.9084420204163,0.6993963386461929,831057,357192,178021,1.1868066666666666,76556,28021,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:01:32
32,164.88560000000268,58.59184559999997,3089.211123228073,0.7015515670131756,908383,386437,179245,1.1949666666666667,77326,29245,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:03:20
33,164.88560000000268,59.3891212,3198.48273396492,0.6996541127666155,986308,423400,186963,1.24642,77925,36963,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:05:09
34,171.3258000000031,58.16032560000001,3304.260108947754,0.6949158264314008,1049801,460887,187487,1.2499133333333334,63493,37487,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:06:55
35,171.3258000000031,60.214603600000046,3413.4785420894623,0.6915464144493135,1118243,498775,187888,1.2525866666666667,68442,37888,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:08:44
36,175.99240000000253,59.82295200000004,3521.9224860668182,0.6882826434032964,1177781,533407,184632,1.23088,59538,34632,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:10:32
37,175.99240000000253,58.91446440000007,3628.8701028823853,0.6877210355857568,1237543,561941,178534,1.1902266666666668,59762,28534,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:12:19
38,175.99240000000253,63.089446800000026,3740.7967479228973,0.6892403960008758,1296883,584729,172788,1.15192,59340,22788,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:14:11
39,175.99240000000253,62.18926879999999,3852.0714700222015,0.6914416044998088,1365732,609463,174734,1.1648933333333333,68849,24734,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:16:02
40,177.3458000000031,60.69468136272549,3960.068200111389,0.6916615860693666,1423775,634710,175247,1.1683133333333333,58043,25247,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:17:50
41,177.3458000000031,61.79952480000004,4069.3667690753937,0.6933623770636582,1475991,652753,168043,1.1202866666666667,52216,18043,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:19:40
42,214.86520000000388,67.1679292000001,4185.282846212387,0.6943580711165683,1535902,676072,173319,1.15546,59911,23319,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:21:36
43,214.86520000000388,62.7925988000001,4296.242723941803,0.6936018158507914,1588387,701669,175597,1.1706466666666666,52485,25597,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:23:27
44,214.86520000000388,63.589125349301455,4407.872489929199,0.6931487487888586,1646823,729035,177366,1.18244,58436,27366,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:25:18
45,214.86520000000388,62.18640960000011,4517.015880823135,0.6920921761133397,1698543,755672,176637,1.17758,51720,26637,True,complex,maximum_cache,True,True,True,128,150000,0.1,0,2025-06-23 00:27:07
