Generation,Best_Fitness,Avg_Fitness,Elapsed_Time_s,Cache_Hit_Rate,Cache_Hits,Cache_Misses,Cache_Size,Cache_Utilization,Generation_Hits,Generation_Misses,Use_Caching,Computation_Complexity,Precision_Level,Use_Fast_Keys,Use_Conditional_Caching,Feature_Quantization,Feature_Size,Cache_Max_Size,Cache_Eviction_Percentage,Generation_Time_s,Timestamp
1,88.62060000000011,32.02942080000001,82.1611168384552,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:12:47
2,88.62060000000011,36.99632879999999,167.40732502937317,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:14:12
3,88.62060000000011,41.878767199999956,255.99162912368774,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:15:41
4,88.62060000000011,45.06749479999987,347.15018796920776,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:17:12
5,92.29540000000041,45.257170799999955,439.26586508750916,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:18:44
6,93.55480000000058,47.246639199999926,533.0737631320953,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:20:18
7,137.0460000000013,46.49338479999988,626.2403728961945,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:21:51
8,137.0460000000013,46.44710119999996,718.4769771099091,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:23:23
9,137.0460000000013,47.29282279999994,811.8875498771667,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:24:57
10,137.0460000000013,45.621698399999936,904.1396391391754,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:26:29
11,137.0460000000013,46.441119199999946,997.6576399803162,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:28:03
12,137.0460000000013,45.670199999999966,1089.9236240386963,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:29:35
13,137.0460000000013,46.45497079999992,1182.8541429042816,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:31:08
14,137.0460000000013,48.19733199999993,1277.1152000427246,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:32:42
15,137.0460000000013,47.27724999999994,1370.4511680603027,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:34:15
16,137.0460000000013,47.57234399999992,1464.9110178947449,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:35:50
17,155.0546000000017,49.17221159999991,1561.1177048683167,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:37:26
18,155.0546000000017,49.03362919999996,1657.6442630290985,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:39:03
19,155.0546000000017,50.20272919999992,1755.073595046997,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:40:40
20,155.0546000000017,50.23900479999992,1852.188686132431,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:42:17
21,244.79160000000311,53.47887919999996,1951.7294149398804,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:43:57
22,244.79160000000311,52.40195959999991,2052.1332111358643,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:45:37
23,244.79160000000311,53.81450199999996,2154.4417972564697,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:47:19
24,244.79160000000311,54.469567599999976,2258.1152110099792,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:49:03
25,244.79160000000311,56.33374559999995,2363.4025259017944,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:50:48
26,244.79160000000311,56.16574519999997,2468.184539079666,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 17:52:33
