Generation,Best_Fitness,Avg_Fitness,Elapsed_Time_s,Cache_Hit_Rate,Cache_Hits,Cache_Misses,Cache_Size,Cache_Utilization,Generation_Hits,Generation_Misses,Use_Caching,Computation_Complexity,Precision_Level,Use_Fast_Keys,Use_Conditional_Caching,Feature_Quantization,Feature_Size,Cache_Max_Size,Cache_Eviction_Percentage,Generation_Time_s,Timestamp
1,87.82040000000008,31.906156800000023,77.37791419029236,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 18:54:02
2,87.82040000000008,37.88816959999993,163.6320743560791,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 18:55:28
3,87.82040000000008,43.98653799999989,255.98174834251404,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 18:57:01
4,88.19640000000012,43.80340439999993,346.02898812294006,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 18:58:31
5,88.19640000000012,44.48175679999991,436.6479651927948,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:00:01
6,88.19640000000012,45.748293999999916,529.5947341918945,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:01:34
7,107.62800000000048,46.16391319999985,622.8946490287781,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:03:08
8,151.2808000000012,45.49816199999993,714.7999892234802,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:04:40
9,151.2808000000012,46.94470559999994,806.8436253070831,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:06:12
10,151.1808000000012,48.57952199999991,901.0704660415649,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:07:46
11,151.2808000000012,47.48101079999992,994.0186641216278,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:09:19
12,151.2808000000012,48.14155239999989,1088.24684715271,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:10:53
13,151.2808000000012,48.1917083999999,1183.0434999465942,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:12:28
14,151.2808000000012,49.008156399999976,1279.2323520183563,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:14:04
15,151.2808000000012,49.09847919999992,1375.7041671276093,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:15:40
16,151.2808000000012,49.36213439999994,1473.1094572544098,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:17:18
17,151.2808000000012,50.84936359999996,1571.7562341690063,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:18:56
18,151.2808000000012,51.37079199999997,1671.7100191116333,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:20:36
19,221.57360000000492,53.29776239999988,1774.6122221946716,0.0,0,0,0,0.0,0,0,False,complex,none,False,False,False,128,100000,0.1,0,2025-06-22 19:22:19
