Generation,Best_Fitness,Avg_Fitness,Elapsed_Time_s,Cache_Hit_Rate,Cache_Hits,Cache_Misses,Cache_Size,Cache_Utilization,Generation_Hits,Generation_Misses,Use_Caching,Computation_Complexity,Precision_Level,Use_Fast_Keys,Use_Conditional_Caching,Feature_Quantization,Feature_Size,Cache_Max_Size,Cache_Eviction_Percentage,Generation_Time_s,Timestamp
37,171.89140000000182,60.72042520000002,3495.9386110305786,0.7620804646056291,1114074,347811,121303,1.21303,49949,21303,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:42:37
38,171.89140000000182,59.026221199999995,3601.1676001548767,0.7602596675777925,1160119,365832,118021,1.18021,46045,18021,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:44:22
39,208.666400000004,59.83768999999998,3706.0183761119843,0.7598542950132937,1198620,378814,112982,1.12982,38501,12982,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:46:07
40,208.666400000004,62.89425000000003,3814.0856869220734,0.7591100587820997,1236254,392303,113489,1.13489,37634,13489,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:47:55
41,208.666400000004,60.791967600000035,3919.799571990967,0.759251140604692,1272902,403621,111318,1.11318,36648,11318,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:49:40
42,208.666400000004,62.23414320000003,4028.473165988922,0.7583873671466654,1302955,415105,111484,1.11484,30053,11484,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:51:29
43,208.666400000004,63.62793920000006,4137.224339008331,0.7567531992437374,1328061,426885,111780,1.1178,25106,11780,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:53:18
44,208.666400000004,61.192791599999985,4244.999237060547,0.7562331857563497,1356581,437285,110400,1.104,28520,10400,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:55:06
45,208.666400000004,63.81984520000009,4353.10546708107,0.7553047957806942,1385550,448875,111590,1.1159,28969,11590,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:56:54
46,208.666400000004,63.15030480000004,4461.717346906662,0.755537482581951,1426009,461401,112526,1.12526,40459,12526,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 16:58:42
47,208.666400000004,63.53665000000007,4570.80458688736,0.7555658698847374,1465080,473970,112569,1.12569,39071,12569,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 17:00:31
48,208.666400000004,65.5552288000001,4681.488877058029,0.7556067586003224,1499318,484939,110969,1.10969,34238,10969,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 17:02:22
49,208.666400000004,65.27401520000004,4791.521303892136,0.7542917441018049,1532576,499232,114293,1.14293,33258,14293,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 17:04:12
50,208.666400000004,66.28880680000007,4906.734131097794,0.7540086077855119,1566569,511085,111853,1.11853,33993,11853,True,complex,maximum_cache,True,True,True,128,100000,0.1,0,2025-06-22 17:06:07
