Generation,Best_Fitness,Avg_Fitness,Elapsed_Time_s,Cache_Hit_Rate,Cache_Hits,Cache_Misses,Cache_Size,Cache_Utilization,Generation_Hits,Generation_Misses,Use_Caching,Computation_Complexity,Precision_Level,Use_Fast_Keys,Use_Conditional_Caching,Feature_Quantization,Feature_Size,Cache_Max_Size,Cache_Eviction_Percentage,Generation_Time_s,Timestamp
24,202.56180000000194,51.72431279999998,2200.6413283348083,0.7851349381027432,565411,154734,69218,1.38436,62557,19218,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:03:33
25,202.56180000000194,51.925397199999935,2300.9514582157135,0.7835542373066863,644319,177984,73250,1.465,78908,23250,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:05:13
26,202.56180000000194,55.01817479999997,2403.992471218109,0.7822181030884131,723303,201379,73395,1.4679,78984,23395,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:06:57
27,202.56180000000194,54.059524,2505.9897952079773,0.7796288990816685,794459,224563,73184,1.46368,71156,23184,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:08:39
28,202.56180000000194,54.454199599999946,2609.108991384506,0.7783210081029445,866504,246795,72232,1.44464,72045,22232,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:10:22
29,202.56180000000194,55.35252120000002,2713.2237441539764,0.7779265066768652,951951,271752,74957,1.49914,85447,24957,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:12:06
30,202.56180000000194,55.38549840000001,2817.0801882743835,0.7771389633850941,1029863,295335,73583,1.47166,77912,23583,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:13:50
31,202.56180000000194,56.46646959999996,2922.7160131931305,0.7753704256688271,1106145,320457,75122,1.50244,76282,25122,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:15:35
32,1092.603399999977,57.972217199999896,3027.3764011859894,0.7742286160784285,1180111,344130,73673,1.47346,73966,23673,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:17:20
33,1092.603399999977,58.13029839999987,3132.777642250061,0.7700347141696708,1268375,378791,84661,1.69322,88264,34661,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:19:05
34,1092.603399999977,59.65175639999992,3240.010630130768,0.7652370561306624,1350485,414308,85517,1.71034,82110,35517,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:20:53
35,1092.603399999977,60.317975999999916,3347.6789441108704,0.7623129374123083,1457181,454345,90037,1.80074,106696,40037,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:22:40
36,1092.603399999977,58.37565199999998,3453.06014919281,0.758031222984121,1580934,504645,100300,2.006,123753,50300,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:24:26
37,1092.603399999977,60.20645959999993,3559.9859902858734,0.7567172429974652,1702862,547466,92821,1.85642,121928,42821,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:26:12
38,1092.603399999977,60.18271599999992,3667.2345321178436,0.7572379909927223,1812540,581080,83614,1.67228,109678,33614,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:28:00
39,1092.603399999977,58.216589999999954,3772.1622290611267,0.7568763563892127,1947100,625447,94367,1.88734,134560,44367,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:29:45
40,1092.603399999977,60.70574799999997,3880.334895133972,0.7565109442359822,2074381,667656,92209,1.84418,127281,42209,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:31:33
41,1092.603399999977,61.16487719999989,3987.291604280472,0.756354534706041,2187816,704764,87108,1.74216,113435,37108,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:33:20
42,1092.603399999977,60.80090199999995,4094.4218151569366,0.7568829558761634,2312615,742831,88067,1.76134,124799,38067,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:35:07
43,1092.603399999977,61.611237599999875,4202.777833223343,0.7573704427572261,2440549,781849,89018,1.78036,127934,39018,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:36:55
44,1092.603399999977,63.425459599999925,4312.5978763103485,0.7583598369467838,2573303,819945,88096,1.76192,132754,38096,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:38:45
45,1092.603399999977,62.53937919999998,4420.910639286041,0.7596562775702105,2705411,855951,86006,1.72012,132108,36006,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:40:33
46,1092.603399999977,62.20541959999997,4531.157523393631,0.7603978156884371,2830755,891974,86023,1.72046,125344,36023,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:42:24
47,1092.603399999977,62.393724,4639.601403236389,0.7602135932025026,2969056,936499,94525,1.8905,138301,44525,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:44:12
48,1092.603399999977,63.66641479999995,4751.58270740509,0.7602396661552958,3123989,985227,98728,1.97456,154933,48728,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:46:04
49,1092.603399999977,61.86625359999995,4861.585286140442,0.7598067501405299,3261608,1031073,95846,1.91692,137619,45846,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:47:54
50,1092.603399999977,64.45404359999998,4975.64795923233,0.7588307357702567,3385710,1076036,94963,1.89926,124102,44963,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 21:49:48
