Generation,Best_Fitness,Avg_Fitness,Elapsed_Time_s,Cache_Hit_Rate,Cache_Hits,Cache_Misses,Cache_Size,Cache_Utilization,Generation_Hits,Generation_Misses,Use_Caching,Computation_Complexity,Precision_Level,Use_Fast_Keys,Use_Conditional_Caching,Feature_Quantization,Feature_Size,Cache_Max_Size,Cache_Eviction_Percentage,Generation_Time_s,Timestamp
17,119.71880000000054,49.09032959999989,1503.3156130313873,0.781923453390182,188528,52580,52580,1.0516,26964,7278,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:14:40
18,142.14100000000133,48.58449039999996,1595.292140007019,0.7792645204796669,212627,60229,57649,1.15298,24099,7649,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:16:12
19,142.14100000000133,50.9880563999999,1689.3773040771484,0.7771863835948443,246916,70789,60560,1.2112,34289,10560,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:17:46
20,142.14100000000133,51.592500000000015,1785.176628112793,0.7741351879147134,290968,84894,64105,1.2821,44052,14105,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:19:21
21,142.14100000000133,52.92291799999993,1883.33638381958,0.7718727421046498,331172,97878,62984,1.25968,40204,12984,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:21:00
22,152.3172000000016,52.477724399999936,1981.3673310279846,0.7726648801914314,377147,110965,63087,1.26174,45975,13087,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:22:38
23,152.3172000000016,53.83956959999993,2082.1368770599365,0.7721846883134087,431347,127259,66294,1.32588,54200,16294,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:24:18
24,152.3172000000016,53.52349119999994,2181.571881055832,0.7694053301988629,481113,144192,66933,1.33866,49766,16933,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:25:58
25,191.92780000000195,53.3054044,2280.890769004822,0.7672125160687157,525203,159357,65165,1.3033,44090,15165,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:27:37
26,191.92780000000195,53.576635599999975,2380.80397105217,0.7650653457618147,572402,175772,66415,1.3283,47199,16415,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:29:17
27,191.92780000000195,54.24389559999995,2481.3438289165497,0.7657763741142807,632117,193342,67570,1.3514,59715,17570,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:30:58
28,191.92780000000195,54.77499199999992,2583.0625360012054,0.766490875699177,695313,211825,68483,1.36966,63196,18483,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:32:39
29,191.92780000000195,55.77975639999996,2687.057288169861,0.7677588501033338,759335,229693,67868,1.35736,64022,17868,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:34:23
30,191.92780000000195,57.303181200000004,2791.8686439990997,0.769039505885095,824891,247734,68041,1.36082,65556,18041,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:36:08
31,191.92780000000195,58.95189679999995,2896.3696858882904,0.7708594340490627,896481,266482,68748,1.37496,71590,18748,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:37:53
32,191.92780000000195,59.72630679999998,3001.596871137619,0.7720677175293807,966374,285296,68814,1.37628,69893,18814,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:39:38
33,191.92780000000195,60.63750079999999,3108.722505092621,0.7731919802983352,1045487,306683,71387,1.42774,79113,21387,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:41:25
34,191.92780000000195,59.09920799999996,3213.621402025223,0.7736585372541331,1128627,330191,73508,1.47016,83140,23508,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:43:10
35,191.92780000000195,59.859981599999976,3319.337229013443,0.77301365697047,1204833,353785,73594,1.47188,76206,23594,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:44:56
36,191.92780000000195,57.93363039999999,3422.72661280632,0.7704123574367091,1269873,378430,74645,1.4929,65040,24645,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:46:39
37,191.92780000000195,59.13933600000002,3526.4778110980988,0.7683522799258261,1334213,402247,73817,1.47634,64340,23817,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:48:23
38,191.92780000000195,58.26612960000001,3630.060383081436,0.7655298409926541,1404562,430196,77949,1.55898,70349,27949,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:50:06
39,191.92780000000195,59.084466,3734.1689949035645,0.7631909983106833,1475497,457829,77633,1.55266,70935,27633,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:51:50
40,191.92780000000195,62.290306000000065,3842.5307219028473,0.7607100924588326,1552375,488317,80488,1.60976,76878,30488,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:53:39
41,191.92780000000195,61.75828760000002,3949.152062892914,0.7584081066440698,1632478,520028,81711,1.63422,80103,31711,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:55:25
42,191.92780000000195,61.68433160000001,4055.5048038959503,0.754880174794232,1702596,552856,82828,1.65656,70118,32828,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:57:12
43,191.92780000000195,59.48816160000003,4159.815247058868,0.7519845370120873,1772123,584472,81616,1.63232,69527,31616,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 22:58:56
44,191.92780000000195,58.39322999999999,4263.360222101212,0.7506288933436067,1839293,611043,76571,1.53142,67170,26571,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 23:00:40
45,194.85980000000302,61.179853999999914,4368.708698987961,0.7495765790412611,1909697,638004,76961,1.53922,70404,26961,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 23:02:25
46,194.85980000000302,60.821471600000024,4475.981920003891,0.7477743048701271,1981151,668246,80242,1.60484,71454,30242,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 23:04:12
47,224.40700000000305,61.82624520000004,4584.464570045471,0.7450188650903852,2053383,702766,84520,1.6904,72232,34520,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 23:06:01
48,224.40700000000305,62.99034280000003,4696.3599989414215,0.7427488786836774,2150284,744751,91985,1.8397,96901,41985,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 23:07:53
49,224.40700000000305,63.767854000000064,4808.615101099014,0.7390696480346606,2233974,788710,93959,1.87918,83690,43959,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 23:09:45
50,224.40700000000305,62.18365080000004,4916.975336074829,0.7377917857794103,2318386,823945,85235,1.7047,84412,35235,True,complex,maximum_cache,True,True,True,128,50000,0.1,0,2025-06-22 23:11:33
